,description,points,taster_twitter_handle,title,variety,winery
74536,"This is soft, forward and fruity, with a somewhat flat mouthfeel. Soft, buttery oak rounds out into a smooth, silky finsh. Very seductive and caramel flavored, long, satiny finish. A drink-now bottle, not for aging.",89,@paulgwine ,Argyle 1999 Nuthouse Chardonnay (Willamette Valley),Chardonnay,Argyle
67974,"This is the first offering of this wine where Cabernet Franc (37%) takes the lead, blended with Cabernet Sauvignon (27%), Merlot (23%), Malbec (7%) and Petit Verdot. It's drinking young now, with wound-up herbs, cherry, chocolate and cranberry flavors backed by firm, gripping tannins. It will be best after 2021.",89,@wawinereport,Pepper Bridge 2012 Trine Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Pepper Bridge
74750,"Full and rich, this single-estate wine is generous and ripe. Spice and yellow-fruit flavors are right up front, giving the wine generosity. Good balancing acidity offers the lift the wine needs. Drink now.",90,@vossroger,Georges Duboeuf 2015 Domaine Beranger  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf
1308,"This blend of Alvarinho and Trajadura is initially crisp and fresh. Gradually, it broadens out into a rich wine with a blend between lemon and yellow fruits that is delicious and concentrated. This tangy wine is developing well, and is ready to drink now although it will age.",89,@vossroger,Quintas de Melgaço 2014 Torre de Menagem Escolha White (Vinho Verde),Portuguese White,Quintas de Melgaço
94210,"Earthy, tarry, gritty aromas come with generous black-fruit scents. This is bold, bright and lively in character, with juicy acidity creating a racy pulse. Spice, licorice, plum and tomato flavors finish fresh and elegant, with clarity and length. Drink through 2017.",92,@wineschach,Lapostolle 2011 Collection El Rosario Syrah (San Antonio),Syrah,Lapostolle
66058,"This is a big, weighty tannin- and wood-dominated wine, with a structure that is firm, dry and concentrated. It shows the firm structure of the year, and the juicy black fruits are still waiting to show. Give it 2–3 years.",86,@vossroger,Château des Demoiselles 2010  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château des Demoiselles
96897,"Warm, earthy, dusty aromas of red plum and smoky oak turn toastier the longer this sits. A fresh but balanced palate offers equal amounts of snappy acidity and creamy weight, while tart plum and spice flavors finish toasty and charred, with crisp acidity generating length.",88,@wineschach,Concha y Toro 2013 Marques de Casa Concha Pinot Noir (Limarí Valley),Pinot Noir,Concha y Toro
71997,"Named after the matriarch of the Riboli wine family, who founded what may be the first tasting room in California, this shows light yellow fruits on the nose. The palate combines lemon and apple with a slight hue of brown spice, offering plump fruit with a tang.",87,@mattkettmann,Maddalena 2013 Chardonnay (Monterey),Chardonnay,Maddalena
79749,"This blend of Pinot Noir, Chardonnay and Pinot Blanc presents a very pretty nose of nectarine, yeast and chalk. The stone fruit flavors persist on the palate, kicked up by white flowers and lime juice.",89,@mattkettmann,Laetitia NV Brut Cuvee Sparkling (Arroyo Grande Valley),Sparkling Blend,Laetitia
122362,"Fleshy and smelling of berry skins, this is a large Malbec. Everything tastes dark and fruity, with heavy flavors of spice and toast that powerfully linger on the finish. Texturally, this is tannic, ripe and syrupy.",87,@wineschach,Altocedro 2012 Año Cero Malbec (La Consulta),Malbec,Altocedro
122640,"Snappy and high-toned on the nose, with citrus peel and sweaty notes. The palate is solid, with sweet mango flavors followed by a small wave of bitterness and astringency. Candied but still a touch bitter on the finish.",85,@wineschach,Los Molles 2009 Late Harvest Botrytis Reserva - 375 ml Muscat (Limarí Valley),Muscat,Los Molles
45108,"While the wine is dominated by youthful acidity, it's red fruits and light structure promise an attractive future. It's fresh and very fruity, with spice and smokiness at the end.",85,@vossroger,Domaine de Colonat 2013 Perle de Granit  (Beaujolais-Villages),Gamay,Domaine de Colonat
58418,"A little hot smelling at first, but then it settles nicely on floral cherry and aromatic plum. Good in the mouth, with lightness of being and flow. Tastes of light oak, butter, strawberry and raspberry in front of a short but airy finish. Fresh and solid for the price.",87,@wineschach,Manos Negras 2010 Pinot Noir (Patagonia),Pinot Noir,Manos Negras
82581,"This is a full-throttle, Cabernet Sauvignon-based, Bordeaux-style blend, all from estate-grown grapes. It is huge in velvety texture, though moderate acidity props up the boldness of the blackberry jam and meaty characteristics, all dotted with black-pepper accents.",88,@vboone,Charles Krug 2013 Family Reserve Generations Red (Napa Valley),Bordeaux-style Red Blend,Charles Krug
25442,"The ancient vineyard of Tour Carnet, first planted in the 15th century, is into a renaissance. This wine, which showed too many tannins when in barrel, is now coming to life. The balance, the acidity and the seductive perfumes promise plenty. So does the structure, just hinting at bitterness, a function of its youthfulness. Keep for 5–8 years.",91,@vossroger,Chateau La Tour Carnet 2004  Haut-Médoc,Bordeaux-style Red Blend,Chateau La Tour Carnet
125203,"This wine is textured and fruity. Crisp citrus and red-currant fruits are layered with bright acidity and a refreshing aftertaste. The wine could do with a few more months before drinking, so wait until late 2016.",85,@vossroger,Château Cazeau 2015 Rosé (Bordeaux Rosé),Rosé,Château Cazeau
26173,"Toasty, charred, fiery aromas of black fruits are anything but shy. This feels tannic in general, with softness around the edges of the palate. Flavors of prune, spice cake and coffee finish toasty and warm, with lasting, hard tannins. Drink through 2023.",89,@wineschach,Vatan 2013  Toro,Tinta de Toro,Vatan
123438,"A wine bearing flavors of dark cherry and earth, with bright and silky tannins, and a dusting of cocoa on the finish. This may now be in its prime; drink now.",87,@vboone,Ferriere Vineyards 2003 Raven Oaks VIneyards Cabernet Franc (Sierra Foothills),Cabernet Franc,Ferriere Vineyards
18819,"Earthy and engaging, and a little bit rugged. Aromas of barnyard and Middle Eastern tahini set up a palate full of spiced-up curranty fruit. Light oak shows itself early in a finish that unfolds in layers, revealing complexity and class.",90,@wineschach,Chehalem 1998 3 Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Chehalem
64330,"Vibrant and savory, this blend of 70% Sangiovese, 15% Sagrantino and 15% Colorino boasts juicy black cherry, blackberry and raspberry flavors, while notes of white pepper and cinnamon add depth. It's balanced and delicious with fine-grained tannins. Enjoy through 2016.",92,@kerinokeefe,Perticaia 2011  Montefalco Rosso,Red Blend,Perticaia
70127,"This ripe, soft wine comes from a company based in Régua in the western end of the Douro vineyards. With light tannins that are dominated by the bold berry fruits, the wine is generous and full bodied. Acidity at the end will make this an impressive, balanced wine from 2019.",92,@vossroger,Calheiros Cruz 2013 Reserva Red (Douro),Portuguese Red,Calheiros Cruz
86641,"Owned since 1999 by the Kressman family of Latour-Martillac in Pessac-Léognan, this wine reflects fine winemaking thanks to its ripe tannins and the fruitiness of the vintage. It is juicy, rich with blackberry fruits and already shows a fine balance. It is ready to drink.",89,@vossroger,Château Langlet 2014  Graves,Bordeaux-style Red Blend,Château Langlet
90256,"Arctos is more Cab-centric than its sibling Ursa, but in 2007 it must take second place. The blend is about two thirds Cab Sauvignon, with the other four Bordeaux grapes also represented. It has scents and flavors of fruit that seems just on the verge of spoilage—both leafy and fat, and there is a bitterness to the finish that overtakes the ripe, raisiny berry fruit.",86,@paulgwine ,Baer 2007 Arctos Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Baer
41905,"This appellation remains a standout for the variety, as evidenced by this 100% varietal wine that's mouthwatering in stone fruit and cantaloupe flavors. The aromatics center around pretty jasmine and lime zest aromas, while the palate is structured, crisp and fruity, all in good measure.",90,@vboone,Matanzas Creek 2013 Sauvignon Blanc (Bennett Valley),Sauvignon Blanc,Matanzas Creek
117849,"Aromas of strawberry, tangerine zest, pastry, aromatic herb and toasted walnut mingle in the glass and follow through to the creamy palate along with ripe red apple and pear. It's beautifully balanced with fresh acidity and a soft, elegant mousse.",94,@kerinokeefe,Ca' del Bosco 2004 Vintage Collection Dosage Zero Noir Riserva Pinot Nero (Franciacorta),Pinot Nero,Ca' del Bosco
49704,"A pleasant vein of freshness runs through this crunchy, refreshing and intriguing red. Notes of cured meat, white and black pepper, earth and red berry all appear at intervals. Underneath it all is a heart of true red fruitiness that flirts pleasingly with notes of undergrowth.",91,@AnneInVino,Hillinger 2012 Hillside Red (Burgenland),Red Blend,Hillinger
84767,"This well-structured white boasts an alluring bouquet that recalls beeswax, acacia flower and stone fruit. The polished palate offers juicy yellow peach, green apple and a honey note.",89,@kerinokeefe,Palazzone 2012 Campo del Guardiano  (Orvieto Classico Superiore),White Blend,Palazzone
128230,"Light in color, aromas of vanilla, caramel, toast, char and wood spice lead to wood-forward fruit flavors backed by tart acids. The oak seems out of check but it still brings some appeal.",87,@wawinereport,Castillo De Feliciana 2014 Rosebud Vineyard Red Wine Tempranillo (Columbia Valley (WA)),Tempranillo,Castillo De Feliciana
10460,"No doubt Michael-David is going for a certain style with Earthquake, describing it as “over the top and shattering to the veins.” Indeed. This Lodi Zin will knock your socks and several other pieces of clothing off with its smoky, greasy, hot and sweet berry pie flavors, with a side of bacon to boot. True to its style, this is one very big boy.",85,@vboone,Earthquake 2010 Zinfandel (Lodi),Zinfandel,Earthquake
37127,"Very subtle hints of ripe pear on the nose lead to a citrus-dominated palate that has a pleasant bitter-almond edge and a finely textured midpalate. Nonetheless, the zesty freshness is the main feature of this tricky vintage. This is Pinot Gris but not as you know it—here it has the slender verve of a stony, steep site.",91,@AnneInVino,Wohlmuth 2014 Gola Pinot Gris (Südsteiermark),Pinot Gris,Wohlmuth
71355,"The wine is ripe and bone dry. It has a tight structure, mineral texture and intense acidity. There is a bitter edge in this young wine that will blow away as the ripe white fruit asserts itself. At the end, there is a touch of honey.",88,@vossroger,Château de Jurque 2014 Fantaisie  (Jurançon Sec),Gros and Petit Manseng,Château de Jurque
113680,"Made from the Gros Manseng grape, this pineapple and mango flavored wine is dry, but so fruity. The acidity just floats in the mouth, while the slight fruit-skin texture adds an edge to a wine that's delicious.",90,@vossroger,Lapeyre 2006  Jurançon Sec,Gros Manseng,Lapeyre
90533,"Emeritus is a blend of 83% Cabernet Sauvignon with Petit Verdot and Syrah filling out the form. Dense earthy aromas of blackberry come with a note of graphite, while the oak on this bruiser smells a bit cheesy. Pounding blackberry and chocolate-cake flavors finish oaky, toasty, baked and incredibly ripe. Drink this massive wine through 2023.",92,@wineschach,Marques de Griñon 2011 Emeritus Red (Dominio de Valdepusa),Cabernet Blend,Marques de Griñon
70532,"A beautifully aged Blanc de Blancs, all toast and almonds in a mineral texture with crisp apple fruit. It is concentrated, deliciously ripe and now soft, ready to drink and likely to continue to age further over several years.",92,@vossroger,Mailly Grand Cru 1999 Blanche Chardonnay (Champagne),Chardonnay,Mailly Grand Cru
121664,"For Navarra, this is a fairly ripe Cab. The nose shows baked black fruits, cola, herbs and maturity, while the palate is definitely racy and juicy as the acidity is what's keeping this baby plowing ahead. For New World Cab fans this will seem thin and tart; but given its domain and age, we like it as an Old World throwback.",87,@wineschach,Asensio 2000 Javier Asensio Cabernet Sauvignon (Navarra),Cabernet Sauvignon,Asensio
